ts,BiasNHWCKernel,SALU,SALUInsts,1.0
ts,BiasNHWCKernel,ALU,SFetchInsts,1.0
ts,BiasNHWCKernel,TCC,TCC_MISS_std,1.0
ts,CwiseFusedMulAdd2Kernel,VALU,VALUUtilization,1.0
ts,CwiseFusedMulAddKernel,VALU,VALUUtilization,1.0
ts,EigenMetaKernel,ALU,SFetchInsts,1.0
ts,EigenMetaKernel,VALU,VALUInsts,0.35911752757986937
ts,EigenMetaKernel,VALU,VALUUtilization,1.0
ts,FillPhiloxRandomKernelLaunch,STALL,MemUnitStalled,1.0
ts,FillPhiloxRandomKernelLaunch,TCC,TCC_MISS_std,1.0
ts,FillPhiloxRandomKernelLaunch,TCC,TCC_MISS_sum,0.8882464389298981
ts,SplitOpKernel,SALU,SALUInsts,1.0
ts,SplitOpKernel,ALU,SFetchInsts,1.0
ts,__amd_rocclr_copyBuffer.kd,SALU,SQ_INST_CYCLES_SALU,1.0
ts,__amd_rocclr_copyBuffer.kd,EA,TCC_EA_RDREQ_sum,1.0
ts,__amd_rocclr_copyBuffer.kd,TCC,TCC_EA_RDREQ_std,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,FlatVMemInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,VALU,VALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_64B_std,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,FlatVMemInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,SQ_INSTS_FLAT,0.4868676800684125
ts,__amd_rocclr_fillBuffer.kd,STALL,TCP_TCP_TA_DATA_STALL_CYCLES_std,1.0
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_ACTIVE_INST_VALU,1.0
ts,__amd_rocclr_fillBuffer.kd,VMEM,SQ_INSTS_VMEM_WR,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_WRREQ_64B_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_avr,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_std,0.9529117561737919
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_std,0.9465861429887235
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INST_CYCLES_SALU,0.6567836138185678
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_ACTIVE_INST_VALU,1.0
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_INSTS_VALU,0.9998117583324779
ts,__amd_rocclr_fillBuffer.kd,EA,SQ_THREAD_CYCLES_VALU,0.8316529924613385
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_RDREQ_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_FLAT_WRITE_WAVEFRONTS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_TA_BUSY_std,0.7992115569787704
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_RDREQ_std,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,1.0
ts,__amd_rocclr_fillBuffer.kd,STALL,TCP_TCP_TA_DATA_STALL_CYCLES_std,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INSTS_SALU,1.0
ts,__amd_rocclr_fillBuffer.kd,ALU,SFetchInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_INSTS_VALU,1.0
ts,__amd_rocclr_fillBuffer.kd,VMEM,SQ_INSTS_VMEM_WR,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_WRREQ_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,1.0
ts,__amd_rocclr_fillBuffer.kd,STALL,MemUnitStalled,1.0
ts,__amd_rocclr_fillBuffer.kd,VMEM,SQ_INSTS_VMEM_WR,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_WRREQ_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_avr,0.942056275286702
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_max,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_FLAT_WRITE_WAVEFRONTS_sum,0.9919886762718406
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_std,0.9997687840976839
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_std,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,FlatVMemInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INSTS_SALU,1.0
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_ACTIVE_INST_VALU,0.4902008100969935
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_INSTS_VALU,0.49004086753211845
ts,__amd_rocclr_fillBuffer.kd,VALU,VALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,SQ_THREAD_CYCLES_VALU,0.725326588351836
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_RDREQ_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_avr,0.840492191853077
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_max,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_TA_BUSY_std,0.6698968606765778
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_RDREQ_std,0.8804522338725893
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_std,0.9529117561737919
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,1.0
ts,__amd_rocclr_fillBuffer.kd,STALL,MemUnitStalled,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INSTS_SALU,0.6567836138185678
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_RDREQ_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_WRREQ_64B_sum,0.8386891902262378
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_avr,0.942056275286702
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_max,1.0
ts,__amd_rocclr_fillBuffer.kd,STALL,MemUnitStalled,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_WRREQ_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_max,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_FLAT_WRITE_WAVEFRONTS_sum,0.8571779477905733
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_64B_std,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_std,0.804219907843394
ts,__amd_rocclr_fillBuffer.kd,FLAT,SQ_INSTS_FLAT,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,0.8217747087762964
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INST_CYCLES_SALU,1.0
ts,__amd_rocclr_fillBuffer.kd,ALU,SFetchInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_ACTIVE_INST_VALU,0.6703600000888558
ts,__amd_rocclr_fillBuffer.kd,VALU,VALUUtilization,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_avr,0.9496643437777961
ts,__amd_rocclr_fillBuffer.kd,TA,TA_FLAT_WRITE_WAVEFRONTS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_RDREQ_std,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INST_CYCLES_SALU,0.4890307929523358
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_ACTIVE_INST_VALU,0.4902008100969935
ts,__amd_rocclr_fillBuffer.kd,VALU,VALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_std,0.9465861429887235
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,FlatVMemInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,FLAT,TA_FLAT_WRITE_WAVEFRONTS_std,0.5316093542987148
ts,__amd_rocclr_fillBuffer.kd,STALL,TCP_TCP_TA_DATA_STALL_CYCLES_std,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SALUInsts,1.0
ts,__amd_rocclr_fillBuffer.kd,SALU,SQ_INSTS_SALU,0.6567836138185678
ts,__amd_rocclr_fillBuffer.kd,VALU,SQ_INSTS_VALU,0.6702338104045988
ts,__amd_rocclr_fillBuffer.kd,VALU,VALUUtilization,1.0
ts,__amd_rocclr_fillBuffer.kd,EA,SQ_THREAD_CYCLES_VALU,0.9916104823492464
ts,__amd_rocclr_fillBuffer.kd,EA,TCC_EA_WRREQ_64B_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TA,TA_BUSY_avr,0.9496643437777961
ts,__amd_rocclr_fillBuffer.kd,TA,TA_FLAT_WRITE_WAVEFRONTS_sum,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_EA_WRREQ_64B_std,1.0
ts,__amd_rocclr_fillBuffer.kd,TCC,TCC_MISS_sum,0.8349834519682231
ts,__amd_rocclr_fillBuffer.kd,FLAT,FlatVMemInsts,1.0
